,trialNum,drawDuration,repetition,gameID,target,condition,generalization,outcome,bis
73,34,-1.712809535196266,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,waiting_02,control,between,0.4999987500031249,2.212808285199391
74,35,-0.915322304818469,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,dining_01,repeated,between,0.4999987500031249,1.415321054821594
75,36,-0.09110171930828685,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,dining_07,repeated,between,0.4999987500031249,0.5911004693114117
76,37,-0.7083991923651966,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,dining_06,repeated,between,-1.9999950000125002,-1.2915958076473038
77,38,-1.9679915614599495,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,waiting_04,control,between,0.4999987500031249,2.4679903114630743
78,39,-0.1765095811598055,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,waiting_05,control,between,0.4999987500031249,0.6765083311629304
79,40,-0.21122822418887793,7,0130-40464c88-2dc5-4cda-b0d7-0612c6ad5469,dining_00,repeated,between,0.4999987500031249,0.7112269741920028
80,1,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,0.3333322222259259,
81,2,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
82,3,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_01,control,between,0.3333322222259259,
83,4,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_06,control,between,0.3333322222259259,
84,5,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,0.3333322222259259,
85,6,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_07,control,between,0.3333322222259259,
86,7,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_00,control,between,0.3333322222259259,
87,8,,0,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,-2.9999900000333337,
88,9,,1,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,0.3333322222259259,
89,10,,1,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,0.3333322222259259,
90,11,,1,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,0.3333322222259259,
91,12,,1,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
92,13,,2,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
93,14,,2,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,0.3333322222259259,
94,15,,2,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,0.3333322222259259,
95,16,,2,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,0.3333322222259259,
96,17,,3,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,0.3333322222259259,
97,18,,3,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,0.3333322222259259,
98,19,,3,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,0.3333322222259259,
99,20,,3,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
100,21,,4,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,0.3333322222259259,
101,22,,4,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,0.3333322222259259,
102,23,,4,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,-2.9999900000333337,
103,24,,4,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
104,25,,5,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,0.3333322222259259,
105,26,,5,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
106,27,,5,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,-2.9999900000333337,
107,28,,5,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,0.3333322222259259,
108,29,,6,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,0.3333322222259259,
109,30,,6,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,0.3333322222259259,
110,31,,6,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,-2.9999900000333337,
111,32,,6,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
112,33,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_01,repeated,between,0.3333322222259259,
113,34,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_07,control,between,0.3333322222259259,
114,35,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_06,repeated,between,0.3333322222259259,
115,36,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_01,control,between,0.3333322222259259,
116,37,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_00,repeated,between,0.3333322222259259,
117,38,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_06,control,between,0.3333322222259259,
118,39,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,dining_07,repeated,between,0.3333322222259259,
119,40,,7,0146-56fdc323-f855-432d-8c65-80fda41e1a05,waiting_00,control,between,0.3333322222259259,
120,1,-1.9927312877619527,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.538814615760834,2.5315459035227867
121,2,-0.4474127049733657,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_07,control,between,-1.855917009842873,-1.4085043048695072
122,3,-1.7841222322638406,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,0.538814615760834,2.322936848024675
123,4,-0.11256383477467888,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.538814615760834,0.6513784505355129
124,5,0.370609356715224,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_01,control,between,0.538814615760834,0.16820525904561
125,6,0.42850657669610276,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.538814615760834,0.11030803906473124
126,7,1.5721258909575682,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_00,control,between,-1.855917009842873,-3.428042900800441
127,8,0.8039431887370532,0,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,dining_06,control,between,0.538814615760834,-0.26512857297621917
128,9,-0.3951858312792746,1,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,0.538814615760834,0.9340004470401087
129,10,-0.31251815120348464,1,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,0.538814615760834,0.8513327669643187
130,11,0.18348792925125287,1,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.538814615760834,0.3553266865095811
131,12,0.32763410064694504,1,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,-1.855917009842873,-2.183551110489818
132,13,0.8245354989364384,2,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.538814615760834,-0.2857208831756044
133,14,-0.7192908874608898,2,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_06,repeated,between,0.538814615760834,1.2581055032217239
134,15,-1.354966550137539,2,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_00,repeated,between,-1.855917009842873,-0.500950459705334
135,16,0.08052637825433111,2,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_01,repeated,between,-1.855917009842873,-1.936443388097204
136,17,0.09723897783644048,3,0794-79a983ad-75ff-4c79-bb76-efd8ba1ee928,waiting_07,repeated,between,0.538814615760834,0.4415756379243935
