,trialNum,numStrokes,repetition,gameID,target,condition,generalization,outcome,bis
115,36,-0.49572486616594125,7,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_03,repeated,between,0.42008284874110957,0.9158077149070508
116,37,-0.1809789193939151,7,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,repeated,between,0.42008284874110957,0.6010617681350247
117,38,0.13376702737811105,7,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,dining_06,control,between,0.42008284874110957,0.2863158213629985
118,39,-0.49572486616594125,7,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_04,repeated,between,0.42008284874110957,0.9158077149070508
119,40,1.3927508144662157,7,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,dining_05,control,between,0.42008284874110957,-0.9726679657251062
120,1,1.8712572634157048,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_02,control,within,-1.9999950000125002,-3.8712522634282047
121,2,1.3042096078351881,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_01,control,within,-1.9999950000125002,-3.304204607847688
122,3,-0.3969333589063618,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,0.8969321089094866
123,4,-0.3969333589063618,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,-1.9999950000125002,-1.6030616411061385
124,5,-0.3969333589063618,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_04,control,within,-1.9999950000125002,-1.6030616411061385
125,6,-0.3969333589063618,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,-1.9999950000125002,-1.6030616411061385
126,7,0.1701142966741549,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_05,control,within,-1.9999950000125002,-2.170109296686655
127,8,2.4383049189962214,0,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,-1.9383061689930965
128,9,1.3042096078351881,1,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,0.4999987500031249,-0.8042108578320633
129,10,-1.531028670067395,1,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,0.4999987500031249,2.0310274200705196
130,11,-0.9639810144868783,1,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,1.4639797644900032
131,12,2.4383049189962214,1,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,-1.9383061689930965
132,13,0.7371619522546715,2,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,-0.23716320225154663
133,14,-0.3969333589063618,2,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,0.8969321089094866
134,15,-0.9639810144868783,2,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,-1.9999950000125002,-1.0360139855256218
135,16,0.1701142966741549,2,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,0.4999987500031249,0.32988445332897
136,17,-0.3969333589063618,3,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,0.4999987500031249,0.8969321089094866
137,18,0.1701142966741549,3,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,0.4999987500031249,0.32988445332897
138,19,1.3042096078351881,3,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,-0.8042108578320633
139,20,-0.9639810144868783,3,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,1.4639797644900032
140,21,-0.9639810144868783,4,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_03,repeated,within,0.4999987500031249,1.4639797644900032
141,22,-0.3969333589063618,4,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_00,repeated,within,0.4999987500031249,0.8969321089094866
142,23,1.3042096078351881,4,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_07,repeated,within,0.4999987500031249,-0.8042108578320633
143,24,-0.9639810144868783,4,0286-a442ec93-ad78-42fa-b3e9-083da9a64c4d,waiting_06,repeated,within,0.4999987500031249,1.4639797644900032
