iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	eventType
testing2	7894-b3e049d8-a307-4aa3-aea6-3f5b90824600	1530912820975	1	bluesedan	M104,202c0,-30.33333 0,-60.66667 0,-91c0,-2.74404 0.52443,-3 3,-3	1	0	0	0	stroke
