iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
6117 1.48471,41.77294 -10,59c-6.03751,9.05627 -13.77876,15.07964 -24,18c-1.29592,0.37026 -5.03442,2.41395 -6,0c-6.79967,-16.99919 11.69174,-26.67004 24,-33c22.53319,-11.5885 67.40658,-20.50865 89,-2c9.49066,8.13485 22.62161,54.45946 6,60c-9.81911,3.27304 -24.79298,-36.89834 -24,-48c1.55269,-21.73761 25,-45.89361 25,-64	1	0	0	0	1531181501753	1531181503111	stroke
