iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
1,-44.07807 -8,-66c-2.77449,-32.9856 -3,-65.17613 -3,-98	1	0	0	stroke
