iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
3 9.44409,-11.28275 17,-13c43.09098,-9.7934 80.84203,44.65831 74,84c-3.08812,17.75669 -16.09937,32.7688 -28,45c-9.23941,9.49606 -44.21339,37.82662 -60,25c-31.72096,-25.77328 5.68459,-70 43,-70c14.82698,0 30.57892,10.43419 42,19c4.07049,3.05287 13.08811,13 8,13	1	0	0	0	1531786520815	1531786521560	stroke
