iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
.43734 10,63	1	0	0	0	1531176720413	1531176720741	stroke
pilot2_bonusmeter	5889-3351e5a5-27fc-41ef-a530-fd6d069cb33b	1531176721585	1	inlay	M99,43c0,13.32974 3.89919,70.89919 12,79	2	0	0	0	1531176721173	1531176721574	stroke
pilot2_bonusmeter	5889-3351e5a5-27fc-41ef-a530-fd6d069cb33b	1531176722660	1	inlay	M145,34c0,16.55208 4.95435,65.95435 18,79	3	0	0	0	1531176722235	1531176722653	stroke
pilot2_bonusmeter	5889-3351e5a5-27fc-41ef-a530-fd6d069cb33b	1531176730994	2	woven	M104,97c0,31.33333 0,62.66667 0,94	1	0	0	0	1531176730710	1531176730989	stroke
pilot2_bonusmeter	5889-3351e5a5-27fc-41ef-a530-fd6d069cb33b	1531176731767	2	woven	M149,39c0,38.35479 3,76.84778 3,115	2	0	0	0	1531176731434	1531176731760	stroke
pilot2_bonusmeter	5889-3351e5a5-27fc-41ef-a530-fd6d069cb33b	1531176738871	3	straight	M67,79c0,23.46962 -1.36326,50.39457 11,71	1	0	1	2	5	1531176738079	stroke
pilot2_bonusmeter	5889-3351e5a5-27fc-41ef-a530-fd6d069cb33b	1531176740142	3	straight	M138,48c0,30.33333 0,60.66667 0,91	2	0	1	2	5	1531176739722	stroke
pilot2_bonusmeter	5889-3351e5a5-27fc-41ef-a530-fd6d069cb33b	1531176740957	3	straight	M168,81c0,28 0,56 0,84	3	0	1	2	5	1531176740578	stroke
