iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	eventType
testing2	3393-537524e4-f59f-4d14-9597-15090098a597	1530912792776	1	bluesedan	M164,220c-26.08078,0 -40.64782,-101.35218 -31,-111c0.84984,-0.84984 2.23059,1.07671 3,2c3.58934,4.30721 27.69134,43.12756 8,30	1	0	0	0	stroke
