iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
1.27022,-10.09237 -60,-40c9.05068,-5.27956 16.40677,-7.72881 27,-9c43.32677,-5.19921 87.81101,-1.18355 130,9c3.78435,0.91346 45.40563,10.81126 47,14c4.24848,8.49696 -36.84261,13.99101 -37,14c-41.80948,2.38911 -89.16278,-1 -129,-1	1	0	0	stroke
