iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
78,-78.68353 -30,-118c-0.18419,-2.02613 -2.73921,-29.00175 -3,-35c-0.15993,-3.67831 1,-14.68179 1,-11	1	0	0	stroke
