iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
testing	4216-bbedf594-e5f6-464e-8e2f-a8f35054ccb4	1530640292420	1	hatchback	M139,190c-27.93342,-9.31114 -51.22835,-135.75212 -24,-151c67.04101,-37.54297 114.33459,74.66595 56,108c-29.00343,16.57339 -77.06739,12.41958 -87,-24c-18.29269,-67.07318 61.96311,-30 22,-30	1	0	0	stroke
testing	4216-bbedf594-e5f6-464e-8e2f-a8f35054ccb4	1530640299028	2	bluesport	M148,145c-15.22361,0 -70.37615,-2.30732 -64,-31c5.69853,-25.64338 116.80108,-16.80645 109,30c-3.05144,18.30864 -73.85935,31.87478 -69,-7c1.51809,-12.14474 5.73644,-17.93501 17,-24c84.2628,-45.37228 131.43453,50 31,50	1	0	0	stroke
