iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
121.08777,-107.91223 -91,-138c50.32919,-50.32919 139.01945,67 43,67	1	0	0	stroke
testing	4510-78067a7a-47a4-4063-8dee-c62f9dea697c	1530823863192	2	basset	M188,174c-27.47125,0 -75.14478,-50.28957 -87,-74	1	0	1	stroke
testing	4510-78067a7a-47a4-4063-8dee-c62f9dea697c	1530823872038	3	weimaraner	M83,255c0,-1 0,-2 0,-3	1	0	1	stroke
