iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
testing	1224-f2f70166-5f3d-4fcc-8fa3-a8c0868c8974	1530638314372	1	woven	M78,155c0,-23.11764 -5.80151,-53.76089 0,-76c1.70116,-6.52113 25.83189,-11.16811 30,-7c2.82843,2.82843 0,8 0,12c0,40.28296 -54.26453,35.14831 -60,-5	1	0	0	stroke
testing	1224-f2f70166-5f3d-4fcc-8fa3-a8c0868c8974	1530638323630	2	inlay	M194,88c-33.66667,0 -67.33333,0 -101,0c-6.93992,0 -24.38404,1.23191 -25,0c-0.84761,-1.69523 0.7273,-3.29294 2,-4c12.54504,-6.96947 48.39691,-7.80927 54,9	1	0	0	stroke
