iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
 -21.44994,-81.6912 17,-93c2.5651,-0.75444 12.54197,-3.33001 16,-2c44.64584,17.17148 -54,98.98716 -54,56	1	0	0	stroke
