iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
.25241,-13.18448 0,-16c2.50744,-3.1343 7.98614,-1 12,-1c39.6813,0 11.53511,53.40839 -9,42c-13.57396,-7.54109 -14.34728,-13.85857 -17,-25c-7.58574,-31.86009 18.29561,-23.3239 41,-29	1	0	0	stroke
