iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401933122	5	sparrow	M94,208c-6.39317,4.79488 -21.86811,24 -30,24	4	0	3	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401934224	5	sparrow	M50,125c-2.54951,0.84984 -4.87868,2.35008 -7,4c-1.68477,1.31038 -3.2925,2.71938 -5,4c-21.97083,16.47812 8.90377,-3 15,-3	5	0	3	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401940612	6	pigeon	M34,43c14.78252,-14.78252 48.17989,-20.34816 62,-1c10.70471,14.9866 8.48439,34.96878 16,50c7.48398,14.96796 23.70604,25.11812 29,41c0.59487,1.78462 4.01173,0.85882 5,1c12.629,1.80414 26.86128,7.95376 39,12c11.49243,3.83081 82,33.81381 82,39	1	0	4	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401942270	6	pigeon	M31,42c-14.84246,0 -20.82983,19.68067 -18,31c0.02219,0.08875 1,5 1,5c0,0 12.42694,-10 17,-10	2	0	4	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401943950	6	pigeon	M39,68c0,31.83417 0.27261,57.16646 16,86c7.48337,13.71951 -3.85697,36.28605 4,52c21.16442,42.32884 94.36688,51.20414 136,46c32.97547,-4.12193 65.83901,-44 68,-44	3	0	4	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401945085	6	pigeon	M189,243c-6.94171,10.41256 -13.00614,34.00614 -20,41	4	0	4	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401945841	6	pigeon	M137,236c0,4.96811 -2.07387,36 -6,36	5	0	4	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401947190	6	pigeon	M118,244c0,10.23701 -2.01816,22.09081 -4,32c-0.20672,1.03362 -1.74536,2.25464 -1,3c4.58165,4.58165 13.4883,-4 16,-4	6	0	5	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401955983	7	tomtit	M50,109c0,-38.60063 60.7246,-33.81967 82,-22c32.89109,18.27283 68.33718,78.33718 99,109c12.13017,12.13017 34.25898,41 53,41	1	0	5	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401958405	7	tomtit	M50,99c0,11.02186 -4.20513,19.10256 -14,24c-0.15385,0.07692 -3.4359,-0.4359 -2,1c2.20526,2.20526 17.21755,-3.34734 18,-1c9.17858,27.53574 4.58928,50.23661 26,77c29.25066,36.56333 71.70483,38 115,38c14.7119,0 33.83142,3.15221 48,-2c12.67851,-4.61037 13.21132,-20.21132 22,-29	2	0	5	stroke
testing	6558-cf03d020-c0ad-4b84-9d43-abc14930bbf6	1530401961186	7	tomtit	M94,93c0,12.92335 -24.23588,30.89742 -34,37c-0.22119,0.13825 -6,4 -6,4c0,0 23.6113,1.3887 25,0c11.19862,-11.19862 20.69283,-24.69283 32,-36c19.9002,-19.9002 -3.13818,-6 -16,-6	3	0	5	stroke
