iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
 -8.79317,52.62985 -38,39c-31.14243,-14.53313 -7.48615,-60.46413 7,-78c5.36014,-6.48859 28.72347,-26.36871 38,-14c2.51553,3.35404 2.97291,5 -1,5	1	0	0	0	1531843745121	1531843746004	stroke
