iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
,1.2562 2.76405,6 4,6	1	0	0	0	1531857284110	1531857284447	stroke
