iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
run1_chairsOnly	5882-9d5d139b-1e53-4cd7-8437-a86a15ab723c	1531804804390	1	inlay	M132,82c14.44378,12.03648 26.05728,28.518 39,42c0.68203,0.71045 56.94048,54.28333 50,64c-8.38565,11.73991 -47.40352,10.41228 -54,10c-15.47965,-0.96748 -31.18905,-2.3966 -46,-7c-37.31667,-11.59842 -86.34293,-57.43924 -82,-100c4.13105,-40.48431 77.7336,-41.1332 102,-29c12.68567,6.34284 47.69749,35 27,35	1	0	0	0	1531804803705	1531804804360	stroke
run1_chairsOnly	5882-9d5d139b-1e53-4cd7-8437-a86a15ab723c	1531804819984	2	squat	M95,115c31.79883,17.34481 54.68834,41 93,41	1	0	0	0	1531804819733	1531804819981	stroke
