iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
35029 39.47782,37.59025 56,58c1.26583,1.56367 23.25256,25.49488 21,30c-3.64125,7.28251 -84.22293,31.10193 -86,8c-1.75803,-22.85442 49,-55.46938 49,-63	1	0	0	0	1531845223074	1531845223903	stroke
