iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
068 -19.31464,19.40356 -22,13c-30.13795,-71.86743 35.17458,-142.58729 96,-173	1	0	0	0	1531935489795	1531935490266	stroke
