iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
14277,29.38102 7,37c-22.36804,18.64003 -49.0066,-15.06599 -51,-35c-0.78301,-7.8301 0.01624,-26.99465 3,-34c6.97846,-16.38422 44.44559,-79 71,-79	1	0	0	0	1531863972137	1531863972947	stroke
