,trialNum,drawDuration,repetition,gameID,condition,target,generalization,outcome,bis_score
289,14,-0.6063055519998619,2,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_01,within,0.0,0.6063055519998619
290,15,0.10460506433812798,2,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_03,within,0.0,-0.10460506433812798
291,16,-0.12267182300139304,2,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_02,within,0.0,0.12267182300139304
292,17,0.005815886856229802,3,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_02,within,0.0,-0.005815886856229802
293,18,-0.7281936535582748,3,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_01,within,0.0,0.7281936535582748
294,19,0.7546749393163298,3,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_03,within,0.0,-0.7546749393163298
295,20,-0.6131114841086288,3,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_07,within,0.0,0.6131114841086288
296,21,-0.09812922231653955,4,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_02,within,0.0,0.09812922231653955
297,22,0.1279102138811063,4,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_03,within,0.0,-0.1279102138811063
298,23,-0.7298435556330773,4,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_07,within,0.0,0.7298435556330773
299,24,-0.6690026175871027,4,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_01,within,0.0,0.6690026175871027
300,25,-0.8306951844657985,5,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_07,within,0.0,0.8306951844657985
301,26,0.3273446963861688,5,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_03,within,0.0,-0.3273446963861688
302,27,-0.4695681350820402,5,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_02,within,0.0,0.4695681350820402
303,28,-0.9826943185044099,5,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_01,within,0.0,0.9826943185044099
304,29,-0.7020011507986188,6,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_03,within,0.0,0.7020011507986188
305,30,-0.7894470425371767,6,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_07,within,0.0,0.7894470425371767
306,31,-0.4941108341099869,6,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_02,within,0.0,0.4941108341099869
307,32,-1.1194317354222316,6,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_01,within,0.0,1.1194317354222316
308,33,-0.34891748466550254,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_02,within,0.0,0.34891748466550254
309,34,-0.6195049652844684,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_07,within,0.0,0.6195049652844684
310,35,-0.9692886797533399,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_01,within,0.0,0.9692886797533399
311,37,-0.47266181210827474,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,repeated,dining_03,within,0.0,0.47266181210827474
312,1,2.371393497548985,0,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_04,within,-1.0964048893736862,-3.467798386922671
313,3,0.919873437468001,0,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_05,within,-1.0964048893736862,-2.0162783268416873
314,4,1.906733789925385,0,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_06,within,-1.0964048893736862,-3.003138679299071
315,5,2.9459791479020807,0,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_00,within,-1.0964048893736862,-4.042384037275767
316,36,-0.6294044760763766,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_06,within,0.0,0.6294044760763766
317,38,-1.0072369191892634,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_04,within,0.0,1.0072369191892634
318,39,1.3073993134209723,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_05,within,0.0,-1.3073993134209723
319,40,-0.2070241360568096,7,7438-c77fa69e-d41c-41a4-b530-fc2809c07323,control,dining_00,within,0.0,0.2070241360568096
320,1,1.8823982010344364,0,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_05,within,0.0,-1.8823982010344364
321,2,2.0665150375333012,0,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_04,within,-1.0964048893736862,-3.162919926906987
322,3,3.0506396369078628,0,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_02,within,0.0,-3.0506396369078628
323,7,1.2259019825018593,0,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_00,within,0.0,-1.2259019825018593
324,9,0.14971881707714418,1,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_05,within,0.0,-0.14971881707714418
325,10,-0.20270653417522802,1,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_04,within,0.0,0.20270653417522802
326,11,0.1568478370670987,1,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_00,within,0.0,-0.1568478370670987
327,12,-0.1431939825511631,1,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_02,within,0.0,0.1431939825511631
328,13,-1.1174001189231564,2,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_00,within,0.0,1.1174001189231564
329,14,-0.569389777606788,2,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_04,within,0.0,0.569389777606788
330,15,-0.7011230824715423,2,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_02,within,-1.0964048893736862,-0.3952818069021439
331,16,0.5985417201541257,2,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_05,within,0.0,-0.5985417201541257
332,17,0.2988098386483765,3,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_05,within,0.0,-0.2988098386483765
333,18,-0.5377738731196797,3,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_04,within,0.0,0.5377738731196797
334,19,0.10787406807279117,3,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_02,within,0.0,-0.10787406807279117
335,20,-1.2144177686738729,3,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_00,within,0.0,1.2144177686738729
336,21,-0.5793085362107988,4,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_02,within,-1.0964048893736862,-0.5170963531628874
337,22,2.0516368257269244,4,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_05,within,-1.0964048893736862,-3.148041715100611
338,23,1.162050001701175,4,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_00,within,0.0,-1.162050001701175
339,24,1.2528685196998355,4,9075-d6c9b0a6-bfb2-4148-ae19-d0da518aef97,repeated,waiting_04,within,0.0,-1.2528685196998355
