,trialNum,numStrokes,repetition,gameID,condition,target,generalization,outcome,bis_score
1215,20,1.6926636542542066,3,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_02,within,0.0,-1.6926636542542066
1216,21,-0.4681835639426528,4,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_07,within,0.0,0.4681835639426528
1217,22,0.9723812481885868,4,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_00,within,0.0,-0.9723812481885868
1218,23,0.9723812481885868,4,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_05,within,0.0,-0.9723812481885868
1219,24,-1.1884659700082727,4,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_02,within,0.0,1.1884659700082727
1220,25,0.252098842122967,5,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_07,within,0.0,-0.252098842122967
1221,26,0.9723812481885868,5,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_00,within,0.0,-0.9723812481885868
1222,27,-0.4681835639426528,5,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_05,within,0.0,0.4681835639426528
1223,28,-0.4681835639426528,5,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_02,within,0.0,0.4681835639426528
1224,29,-1.1884659700082727,6,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_00,within,0.0,1.1884659700082727
1225,30,-0.4681835639426528,6,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_05,within,0.0,0.4681835639426528
1226,31,0.252098842122967,6,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_02,within,0.0,-0.252098842122967
1227,32,0.252098842122967,6,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_07,within,-1.0964048893736862,-1.3485037314966533
1228,36,-0.4681835639426528,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_02,within,0.0,0.4681835639426528
1229,37,-1.1884659700082727,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_00,within,0.0,1.1884659700082727
1230,38,-1.1884659700082727,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_05,within,0.0,1.1884659700082727
1231,39,-0.4681835639426528,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,repeated,waiting_07,within,0.0,0.4681835639426528
1232,1,3.853510872451066,0,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_04,within,0.0,-3.853510872451066
1233,4,-0.4681835639426528,0,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_01,within,0.0,0.4681835639426528
1234,5,0.252098842122967,0,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_06,within,0.0,-0.252098842122967
1235,6,-0.4681835639426528,0,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_03,within,-1.0964048893736862,-0.6282213254310334
1236,33,-0.4681835639426528,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_04,within,0.0,0.4681835639426528
1237,34,1.6926636542542066,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_01,within,-1.0964048893736862,-2.789068543627893
1238,35,-0.4681835639426528,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_03,within,0.0,0.4681835639426528
1239,40,0.252098842122967,7,4152-970406c3-17ba-435b-a56b-4f1f79f00119,control,waiting_06,within,0.0,-0.252098842122967
1240,1,1.0229915092057102,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,-1.0964048893736862,-2.119396398579396
1241,2,0.47739603762933147,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,-0.47739603762933147
1242,5,-0.06819943394704735,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,0.06819943394704735
1243,7,-0.06819943394704735,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,-1.0964048893736862,-1.0282054554266389
1244,9,-0.06819943394704735,1,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,0.0,0.06819943394704735
1245,10,-0.6137949055234262,1,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,0.6137949055234262
1246,11,1.0229915092057102,1,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,-1.0229915092057102
1247,12,-1.7049858486761837,1,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,0.0,1.7049858486761837
1248,13,-0.6137949055234262,2,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,0.6137949055234262
1249,14,-1.159390377099805,2,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,0.0,1.159390377099805
1250,15,-0.6137949055234262,2,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,0.0,0.6137949055234262
1251,16,0.47739603762933147,2,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,-0.47739603762933147
1252,17,-0.06819943394704735,3,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,-1.0964048893736862,-1.0282054554266389
1253,18,1.5685869807820891,3,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,-1.5685869807820891
1254,19,1.0229915092057102,3,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,-1.0229915092057102
1255,20,-1.159390377099805,3,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,0.0,1.159390377099805
1256,21,-1.159390377099805,4,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,0.0,1.159390377099805
1257,22,-0.06819943394704735,4,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,0.0,0.06819943394704735
1258,23,-0.06819943394704735,4,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,0.06819943394704735
1259,24,-0.06819943394704735,4,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,0.06819943394704735
1260,25,-0.06819943394704735,5,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,0.06819943394704735
1261,26,0.47739603762933147,5,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,-0.47739603762933147
1262,27,-0.6137949055234262,5,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,0.0,0.6137949055234262
1263,28,-1.159390377099805,5,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,0.0,1.159390377099805
1264,29,1.0229915092057102,6,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,-1.0229915092057102
1265,30,-0.6137949055234262,6,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,0.0,0.6137949055234262
1266,31,-0.6137949055234262,6,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,0.0,0.6137949055234262
1267,32,1.0229915092057102,6,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,-1.0229915092057102
1268,33,-1.159390377099805,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_00,within,0.0,1.159390377099805
1269,38,1.5685869807820891,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_07,within,0.0,-1.5685869807820891
1270,39,-0.06819943394704735,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_05,within,0.0,0.06819943394704735
1271,40,2.114182452358468,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,repeated,waiting_02,within,0.0,-2.114182452358468
1272,3,1.5685869807820891,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_03,within,0.0,-1.5685869807820891
1273,4,-1.159390377099805,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_06,within,0.0,1.159390377099805
1274,6,-1.159390377099805,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_01,within,-1.0964048893736862,0.0629854877261189
1275,8,1.5685869807820891,0,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_04,within,0.0,-1.5685869807820891
1276,34,1.5685869807820891,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_04,within,0.0,-1.5685869807820891
1277,35,-0.06819943394704735,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_06,within,0.0,0.06819943394704735
1278,36,-1.159390377099805,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_01,within,-1.0964048893736862,0.0629854877261189
1279,37,-1.159390377099805,7,4529-638b7428-2c20-4fb2-a388-1c7513f675d1,control,waiting_03,within,0.0,1.159390377099805
1280,1,1.5510572437066665,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,0.0,-1.5510572437066665
1281,2,-0.36777645984797264,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,0.36777645984797264
1282,3,-0.36777645984797264,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,0.0,0.36777645984797264
1283,4,-0.36777645984797264,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,0.0,0.36777645984797264
1284,9,0.2718347746702404,1,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,-1.204404127319356,-1.4762389019895963
1285,10,0.9114460091884535,1,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,0.0,-0.9114460091884535
1286,11,0.9114460091884535,1,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,-1.204404127319356,-2.1158501365078095
1287,12,-0.36777645984797264,1,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,0.36777645984797264
1288,13,0.2718347746702404,2,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,0.0,-0.2718347746702404
1289,14,-0.36777645984797264,2,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,-1.204404127319356,-0.8366276674713833
1290,15,-0.36777645984797264,2,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,-1.204404127319356,-0.8366276674713833
1291,16,-0.36777645984797264,2,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,0.36777645984797264
1292,17,-0.36777645984797264,3,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,0.0,0.36777645984797264
1293,18,-1.0073876943661857,3,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,1.0073876943661857
1294,19,-1.0073876943661857,3,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,0.0,1.0073876943661857
1295,20,0.2718347746702404,3,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,0.0,-0.2718347746702404
1296,21,-1.0073876943661857,4,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,-1.204404127319356,-0.19701643295317028
1297,22,-1.0073876943661857,4,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,1.0073876943661857
1298,23,-0.36777645984797264,4,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,0.0,0.36777645984797264
1299,24,0.2718347746702404,4,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,0.0,-0.2718347746702404
1300,25,-1.0073876943661857,5,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,1.0073876943661857
1301,26,0.9114460091884535,5,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,0.0,-0.9114460091884535
1302,27,0.2718347746702404,5,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,0.0,-0.2718347746702404
1303,28,-1.0073876943661857,5,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,-1.204404127319356,-0.19701643295317028
1304,29,-0.36777645984797264,6,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,0.0,0.36777645984797264
1305,30,-1.0073876943661857,6,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,1.0073876943661857
1306,31,0.2718347746702404,6,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,0.0,-0.2718347746702404
1307,32,0.2718347746702404,6,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,0.0,-0.2718347746702404
1308,33,-1.0073876943661857,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_05,within,0.0,1.0073876943661857
1309,34,-1.0073876943661857,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_00,within,0.0,1.0073876943661857
1310,36,-0.36777645984797264,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_03,within,-1.204404127319356,-0.8366276674713833
1311,38,1.5510572437066665,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,repeated,waiting_06,within,0.0,-1.5510572437066665
1312,5,-1.0073876943661857,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_07,within,-1.204404127319356,-0.19701643295317028
1313,6,0.2718347746702404,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_04,within,-1.204404127319356,-1.4762389019895963
1314,7,4.1095021817795185,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_02,within,-1.204404127319356,-5.313906309098875
1315,8,1.5510572437066665,0,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_01,within,0.0,-1.5510572437066665
1316,35,-0.36777645984797264,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_01,within,0.0,0.36777645984797264
1317,37,-0.36777645984797264,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_07,within,0.0,0.36777645984797264
1318,39,0.2718347746702404,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_02,within,0.0,-0.2718347746702404
1319,40,0.9114460091884535,7,3522-5f73221e-1d4d-4e32-80ca-939e04b87bc3,control,waiting_04,within,-1.204404127319356,-2.1158501365078095
1320,1,2.081073396507867,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,-2.081073396507867
1321,2,3.0234462553038823,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,-1.0810810810810814,-4.1045273363849635
1322,5,1.7669491102425288,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,0.0,-1.7669491102425288
1323,7,1.7669491102425288,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,-1.7669491102425288
1324,9,0.510451965181175,1,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,0.0,-0.510451965181175
1325,10,-0.4319208936148404,1,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,0.0,0.4319208936148404
1326,11,-0.11779660734950191,1,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,0.11779660734950191
1327,12,-0.11779660734950191,1,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,0.11779660734950191
1328,13,-0.4319208936148404,2,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,0.0,0.4319208936148404
1329,14,-0.4319208936148404,2,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,0.4319208936148404
1330,15,2.081073396507867,2,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,-1.0810810810810814,-3.162154477588948
1331,16,-0.4319208936148404,2,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,0.4319208936148404
1332,17,-0.4319208936148404,3,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,0.0,0.4319208936148404
1333,18,-0.4319208936148404,3,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,0.4319208936148404
1334,19,-0.4319208936148404,3,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,0.4319208936148404
1335,20,-0.4319208936148404,3,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,0.0,0.4319208936148404
1336,21,-0.7460451798801788,4,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,0.0,0.7460451798801788
1337,22,-0.4319208936148404,4,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,-1.0810810810810814,-0.6491601874662409
1338,23,-0.4319208936148404,4,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,0.4319208936148404
1339,24,-0.4319208936148404,4,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,0.4319208936148404
1340,25,-0.7460451798801788,5,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,0.7460451798801788
1341,26,-0.4319208936148404,5,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,0.0,0.4319208936148404
1342,27,-0.7460451798801788,5,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,0.7460451798801788
1343,28,-0.4319208936148404,5,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,0.0,0.4319208936148404
1344,29,-0.7460451798801788,6,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,0.0,0.7460451798801788
1345,30,-0.4319208936148404,6,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,0.4319208936148404
1346,31,-0.4319208936148404,6,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,0.0,0.4319208936148404
1347,32,-0.7460451798801788,6,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,0.7460451798801788
1348,33,-0.4319208936148404,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_05,between,0.0,0.4319208936148404
1349,34,-0.4319208936148404,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_03,between,0.0,0.4319208936148404
1350,36,-0.11779660734950191,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_06,between,0.0,0.11779660734950191
1351,37,-0.11779660734950191,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,repeated,dining_07,between,0.0,0.11779660734950191
1352,3,1.7669491102425288,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_01,between,-1.0810810810810814,-2.84803019132361
1353,4,2.081073396507867,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_04,between,0.0,-2.081073396507867
1354,6,-0.4319208936148404,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_00,between,0.0,0.4319208936148404
1355,8,-0.7460451798801788,0,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_02,between,0.0,0.7460451798801788
1356,35,-0.4319208936148404,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_01,between,0.0,0.4319208936148404
1357,38,-0.7460451798801788,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_02,between,0.0,0.7460451798801788
1358,39,-0.7460451798801788,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_04,between,0.0,0.7460451798801788
1359,40,-0.4319208936148404,7,0836-215b3490-cdf2-4a13-b55a-ea90f7b1903b,control,waiting_00,between,0.0,0.4319208936148404
1360,2,1.189243333456371,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,0.0,-1.189243333456371
1361,4,-0.06259175439244034,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,0.06259175439244034
1362,6,1.189243333456371,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,0.0,-1.189243333456371
1363,7,0.8762845614941681,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,-0.8762845614941681
1364,9,-0.688509298316846,1,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,0.688509298316846
1365,10,-0.688509298316846,1,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,0.688509298316846
1366,11,2.1281196493429797,1,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,0.0,-2.1281196493429797
1367,12,0.5633257895319653,1,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,-1.0810810810810814,-1.6444068706130466
1368,13,1.189243333456371,2,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,0.0,-1.189243333456371
1369,14,-0.06259175439244034,2,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,0.06259175439244034
1370,15,0.8762845614941681,2,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,-1.0810810810810814,-1.9573656425752495
1371,16,-0.688509298316846,2,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,0.688509298316846
1372,17,1.189243333456371,3,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,0.0,-1.189243333456371
1373,18,-0.06259175439244034,3,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,0.06259175439244034
1374,19,0.5633257895319653,3,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,-1.0810810810810814,-1.6444068706130466
1375,20,-1.6273856142034546,3,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,1.6273856142034546
1376,21,-2.25330315812786,4,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,2.25330315812786
1377,22,0.2503670175697625,4,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,0.0,-0.2503670175697625
1378,23,0.5633257895319653,4,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,0.0,-0.5633257895319653
1379,24,-0.06259175439244034,4,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,0.06259175439244034
1380,25,-1.9403443861656573,5,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,1.9403443861656573
1381,26,0.5633257895319653,5,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,0.0,-0.5633257895319653
1382,27,-0.688509298316846,5,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,0.688509298316846
1383,28,-0.06259175439244034,5,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,0.0,0.06259175439244034
1384,29,0.5633257895319653,6,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,0.0,-0.5633257895319653
1385,30,-1.9403443861656573,6,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,1.9403443861656573
1386,31,0.8762845614941681,6,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,-0.8762845614941681
1387,32,0.5633257895319653,6,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,0.0,-0.5633257895319653
1388,34,-0.06259175439244034,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_07,between,0.0,0.06259175439244034
1389,37,0.8762845614941681,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_01,between,-1.0810810810810814,-1.9573656425752495
1390,39,1.189243333456371,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_02,between,0.0,-1.189243333456371
1391,40,0.8762845614941681,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,repeated,dining_05,between,0.0,-0.8762845614941681
1392,1,-0.3755505263546432,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_03,between,0.0,0.3755505263546432
1393,3,-0.06259175439244034,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_06,between,0.0,0.06259175439244034
1394,5,-1.0014680702790488,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_04,between,0.0,1.0014680702790488
1395,8,-1.0014680702790488,0,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_00,between,0.0,1.0014680702790488
1396,33,-1.3144268422412517,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_03,between,0.0,1.3144268422412517
1397,35,-1.0014680702790488,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_00,between,0.0,1.0014680702790488
1398,36,-0.688509298316846,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_06,between,0.0,0.688509298316846
1399,38,0.2503670175697625,7,8705-4970135a-e63c-4cd1-953f-d5850978a781,control,waiting_04,between,0.0,-0.2503670175697625
1400,1,1.3793828563966335,0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_02,between,0.0,-1.3793828563966335
1401,4,-0.0854484955289949,0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_07,between,0.0,0.0854484955289949
1402,5,0.8911057390880908,0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_04,between,0.0,-0.8911057390880908
1403,6,-0.0854484955289949,0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_03,between,0.0,0.0854484955289949
1404,9,-0.5737256128375378,1,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_02,between,0.0,0.5737256128375378
1405,10,-0.5737256128375378,1,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_07,between,0.0,0.5737256128375378
1406,11,-1.0620027301460806,1,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_03,between,0.0,1.0620027301460806
1407,12,-0.0854484955289949,1,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_04,between,-1.066382335949456,-0.9809338404204611
1408,13,-0.0854484955289949,2,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_04,between,-1.066382335949456,-0.9809338404204611
1409,14,-0.0854484955289949,2,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,repeated,waiting_03,between,0.0,0.0854484955289949
