,trialNum,numStrokes,repetition,gameID,condition,target,generalization,outcome,bis_score
435,6,0.15789473684210562,0,4395-6cdb78e3-0c3f-4526-9670-8e4c1dcbc542,control,dining_05,within,0.0,-0.15789473684210562
436,34,1.7368421052631582,7,4395-6cdb78e3-0c3f-4526-9670-8e4c1dcbc542,control,dining_07,within,-1.1841784928346741,-2.921020598097832
437,37,-1.947368421052631,7,4395-6cdb78e3-0c3f-4526-9670-8e4c1dcbc542,control,dining_02,within,0.0,1.947368421052631
438,38,-0.8947368421052627,7,4395-6cdb78e3-0c3f-4526-9670-8e4c1dcbc542,control,dining_03,within,-1.1841784928346741,-0.2894416507294114
439,39,-1.947368421052631,7,4395-6cdb78e3-0c3f-4526-9670-8e4c1dcbc542,control,dining_05,within,0.0,1.947368421052631
440,1,-0.5495941576546232,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,0.5495941576546232
441,2,-0.5495941576546232,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,0.5495941576546232
442,5,1.6127435118061888,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,-1.066382335949456,-2.6791258477556448
443,8,-0.1892045460778212,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,0.1892045460778212
444,9,-0.5495941576546232,1,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,0.5495941576546232
445,10,0.17118506549898083,1,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,0.0,-0.17118506549898083
446,11,-0.9099837692314252,1,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,0.9099837692314252
447,12,0.17118506549898083,1,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,-0.17118506549898083
448,13,1.6127435118061888,2,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,0.0,-1.6127435118061888
449,14,-0.9099837692314252,2,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,0.9099837692314252
450,15,0.17118506549898083,2,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,-0.17118506549898083
451,16,-1.2703733808082271,2,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,1.2703733808082271
452,17,1.973133123382991,3,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,0.0,-1.973133123382991
453,18,-1.6307629923850293,3,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,1.6307629923850293
454,19,-0.1892045460778212,3,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,0.1892045460778212
455,20,-0.1892045460778212,3,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,0.1892045460778212
456,21,-1.2703733808082271,4,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,1.2703733808082271
457,22,-0.5495941576546232,4,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,0.5495941576546232
458,23,0.17118506549898083,4,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,-0.17118506549898083
459,24,2.333522734959793,4,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,0.0,-2.333522734959793
460,25,0.17118506549898083,5,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,-0.17118506549898083
461,26,-1.2703733808082271,5,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,1.2703733808082271
462,27,-0.1892045460778212,5,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,-1.066382335949456,-0.8771777898716347
463,28,-0.9099837692314252,5,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,0.9099837692314252
464,29,0.17118506549898083,6,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,-0.17118506549898083
465,30,-1.2703733808082271,6,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,1.2703733808082271
466,31,-1.2703733808082271,6,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,1.2703733808082271
467,32,1.973133123382991,6,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,0.0,-1.973133123382991
468,35,0.17118506549898083,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_01,within,0.0,-0.17118506549898083
469,36,0.5315746770757829,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_04,within,0.0,-0.5315746770757829
470,37,-0.5495941576546232,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_07,within,0.0,0.5495941576546232
471,38,-0.9099837692314252,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,repeated,dining_02,within,0.0,0.9099837692314252
472,3,-0.5495941576546232,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_06,within,0.0,0.5495941576546232
473,4,0.8919642886525848,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_05,within,0.0,-0.8919642886525848
474,6,1.2523539002293869,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_00,within,0.0,-1.2523539002293869
475,7,-0.1892045460778212,0,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_03,within,0.0,0.1892045460778212
476,33,1.2523539002293869,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_00,within,0.0,-1.2523539002293869
477,34,0.5315746770757829,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_05,within,-1.066382335949456,-1.5979570130252387
478,39,0.8919642886525848,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_06,within,0.0,-0.8919642886525848
479,40,-0.1892045460778212,7,3480-03933bf3-5e7e-4ecd-b151-7ae57e6ae826,control,dining_03,within,0.0,0.1892045460778212
480,2,-0.1327121865611426,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,0.1327121865611426
481,3,0.7520357238464751,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,-1.146607299425631,-1.8986430232721063
482,4,-1.4598340521725692,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,0.0,1.4598340521725692
483,5,-0.1327121865611426,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,0.1327121865611426
484,9,-1.0174600969687604,1,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,0.0,1.0174600969687604
485,10,-0.5750861417649514,1,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,0.5750861417649514
486,11,-1.0174600969687604,1,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,0.0,1.0174600969687604
487,12,-0.5750861417649514,1,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,0.5750861417649514
488,13,-1.4598340521725692,2,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,1.4598340521725692
489,14,-1.0174600969687604,2,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,0.0,1.0174600969687604
490,15,-0.5750861417649514,2,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,0.5750861417649514
491,16,-0.5750861417649514,2,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,0.0,0.5750861417649514
492,17,-0.1327121865611426,3,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,0.1327121865611426
493,18,-0.5750861417649514,3,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,0.0,0.5750861417649514
494,19,-0.5750861417649514,3,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,0.5750861417649514
495,20,-0.1327121865611426,3,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,0.0,0.1327121865611426
496,21,-0.1327121865611426,4,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,0.0,0.1327121865611426
497,22,-0.5750861417649514,4,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,0.5750861417649514
498,23,-1.0174600969687604,4,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,1.0174600969687604
499,24,-0.1327121865611426,4,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,-1.146607299425631,-1.0138951128644886
500,25,-0.5750861417649514,5,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,0.5750861417649514
501,26,0.30966176864266626,5,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,-1.146607299425631,-1.4562690680682975
502,27,0.7520357238464751,5,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,-0.7520357238464751
503,28,-0.5750861417649514,5,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,0.0,0.5750861417649514
504,29,-0.5750861417649514,6,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,0.0,0.5750861417649514
505,30,1.194409679050284,6,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,-1.194409679050284
506,31,-0.5750861417649514,6,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,0.5750861417649514
507,32,-0.5750861417649514,6,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,0.0,0.5750861417649514
508,34,-0.5750861417649514,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_07,within,0.0,0.5750861417649514
509,35,1.194409679050284,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_06,within,0.0,-1.194409679050284
510,36,-0.5750861417649514,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_04,within,0.0,0.5750861417649514
511,37,-1.0174600969687604,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,repeated,dining_02,within,0.0,1.0174600969687604
512,1,2.0791575894579015,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_03,within,-1.146607299425631,-3.225764888883533
513,6,1.636783634254093,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_01,within,-1.146607299425631,-2.783390933679724
514,7,2.0791575894579015,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_00,within,-1.146607299425631,-3.225764888883533
515,8,1.636783634254093,0,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_05,within,-1.146607299425631,-2.783390933679724
516,33,2.0791575894579015,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_05,within,0.0,-2.0791575894579015
517,38,0.7520357238464751,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_01,within,0.0,-0.7520357238464751
518,39,1.194409679050284,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_00,within,0.0,-1.194409679050284
519,40,1.194409679050284,7,7360-1ccf92da-d46d-4315-8c81-6620388ee62f,control,dining_03,within,-1.146607299425631,-2.341016978475915
520,1,0.3225144742525398,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,0.0,-0.3225144742525398
521,2,0.3225144742525398,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,0.0,-0.3225144742525398
522,3,-1.3420763605992778,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,0.0,1.3420763605992778
523,7,-0.9259286518863233,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.9259286518863233
524,9,0.3225144742525398,1,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,0.0,-0.3225144742525398
525,10,-0.509780943173369,1,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.509780943173369
526,11,-0.09363323446041459,1,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,-1.0810810810810814,-0.9874478466206668
527,12,1.1548098916784486,1,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,0.0,-1.1548098916784486
528,13,2.403253017817312,2,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,0.0,-2.403253017817312
529,14,0.3225144742525398,2,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,0.0,-0.3225144742525398
530,15,1.570957600391403,2,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,0.0,-1.570957600391403
531,16,-0.9259286518863233,2,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.9259286518863233
532,17,-0.509780943173369,3,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,0.0,0.509780943173369
533,18,-0.509780943173369,3,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,0.0,0.509780943173369
534,19,-0.9259286518863233,3,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.9259286518863233
535,20,-1.3420763605992778,3,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,0.0,1.3420763605992778
536,21,-0.509780943173369,4,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,0.0,0.509780943173369
537,22,-0.509780943173369,4,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,-1.0810810810810814,-0.5713001379077124
538,23,-0.9259286518863233,4,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.9259286518863233
539,24,-0.09363323446041459,4,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,0.0,0.09363323446041459
540,25,-0.509780943173369,5,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.509780943173369
541,26,-0.9259286518863233,5,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,0.0,0.9259286518863233
542,27,0.3225144742525398,5,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,0.0,-0.3225144742525398
543,28,-0.09363323446041459,5,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,0.0,0.09363323446041459
544,29,-0.9259286518863233,6,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,0.0,0.9259286518863233
545,30,-0.509780943173369,6,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.509780943173369
546,31,-0.09363323446041459,6,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,0.0,0.09363323446041459
547,32,-0.9259286518863233,6,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,0.0,0.9259286518863233
548,33,0.3225144742525398,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_01,within,0.0,-0.3225144742525398
549,36,0.7386621829654941,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_07,within,-1.0810810810810814,-1.8197432640465756
550,39,-0.509780943173369,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_03,within,0.0,0.509780943173369
551,40,-0.9259286518863233,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,repeated,dining_02,within,0.0,0.9259286518863233
552,4,2.819400726530266,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_00,within,-1.0810810810810814,-3.9004818076113477
553,5,-0.09363323446041459,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_05,within,0.0,0.09363323446041459
554,6,-0.09363323446041459,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_06,within,0.0,0.09363323446041459
555,8,2.819400726530266,0,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_04,within,0.0,-2.819400726530266
556,34,0.7386621829654941,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_00,within,0.0,-0.7386621829654941
557,35,0.3225144742525398,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_04,within,0.0,-0.3225144742525398
558,37,-0.09363323446041459,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_05,within,0.0,0.09363323446041459
559,38,0.3225144742525398,7,8103-96ba70c4-9236-4e40-bc20-24712d13bf3d,control,dining_06,within,0.0,-0.3225144742525398
560,1,1.2430812441913783,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-1.2430812441913783
561,4,0.15026256797917775,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,-0.15026256797917775
562,5,0.15026256797917775,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,-0.15026256797917775
563,6,0.6966719060852781,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,-0.6966719060852781
564,9,0.15026256797917775,1,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,-0.15026256797917775
565,10,-0.9425561082330227,1,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,0.9425561082330227
566,11,-0.9425561082330227,1,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,0.9425561082330227
567,12,0.6966719060852781,1,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-0.6966719060852781
568,13,-0.3961467701269225,2,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,0.3961467701269225
569,14,-0.3961467701269225,2,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,0.3961467701269225
570,15,1.2430812441913783,2,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-1.2430812441913783
571,16,-0.3961467701269225,2,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,0.3961467701269225
572,17,1.7894905822974785,3,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-1.7894905822974785
573,18,-0.9425561082330227,3,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,0.9425561082330227
574,19,-0.9425561082330227,3,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,0.9425561082330227
575,20,-0.3961467701269225,3,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,0.3961467701269225
576,21,-0.9425561082330227,4,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,0.9425561082330227
577,22,-0.3961467701269225,4,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,0.3961467701269225
578,23,0.6966719060852781,4,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-0.6966719060852781
579,24,-0.3961467701269225,4,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,0.3961467701269225
580,25,0.15026256797917775,5,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-0.15026256797917775
581,26,-0.9425561082330227,5,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,0.9425561082330227
582,27,-0.9425561082330227,5,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,0.9425561082330227
583,28,-0.9425561082330227,5,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,0.9425561082330227
584,29,-0.9425561082330227,6,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,0.9425561082330227
585,30,1.2430812441913783,6,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-1.2430812441913783
586,31,-0.9425561082330227,6,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,0.9425561082330227
587,32,0.15026256797917775,6,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,-0.15026256797917775
588,35,0.6966719060852781,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_00,within,0.0,-0.6966719060852781
589,38,-0.9425561082330227,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_05,within,0.0,0.9425561082330227
590,39,-0.9425561082330227,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_03,within,0.0,0.9425561082330227
591,40,-0.9425561082330227,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,repeated,dining_06,within,0.0,0.9425561082330227
592,2,0.15026256797917775,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_04,within,0.0,-0.15026256797917775
593,3,1.2430812441913783,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_07,within,0.0,-1.2430812441913783
594,7,2.8823092585096792,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_02,within,0.0,-2.8823092585096792
595,8,0.15026256797917775,0,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_01,within,0.0,-0.15026256797917775
596,33,0.15026256797917775,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_04,within,-1.0386982880091549,-1.1889608559883327
597,34,0.15026256797917775,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_01,within,0.0,-0.15026256797917775
598,36,-1.488965446339123,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_07,within,0.0,1.488965446339123
599,37,2.3358999204035786,7,4432-efb565d2-4b2c-4d55-af90-3a8c7d06477d,control,dining_02,within,0.0,-2.3358999204035786
600,1,-0.25228797447572415,0,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,0.25228797447572415
601,2,2.4387837532653336,0,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,-2.4387837532653336
602,5,0.08409599149190805,0,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,-0.08409599149190805
603,7,0.7568639234271725,0,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,-1.1123993563102992,-1.8692632797374715
604,9,1.7660158213300692,1,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,-1.7660158213300692
605,10,0.08409599149190805,1,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,0.0,-0.08409599149190805
606,11,-0.5886719404433564,1,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,0.5886719404433564
607,12,0.08409599149190805,1,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,-0.08409599149190805
608,13,-0.5886719404433564,2,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,-1.1123993563102992,-0.5237274158669428
609,14,-0.5886719404433564,2,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,0.5886719404433564
610,15,1.7660158213300692,2,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,-1.7660158213300692
611,16,-0.5886719404433564,2,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,0.5886719404433564
612,17,-1.2614398723786209,3,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,0.0,1.2614398723786209
613,18,-0.5886719404433564,3,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,0.5886719404433564
614,19,-0.25228797447572415,3,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,0.25228797447572415
615,20,0.42047995745954025,3,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,-0.42047995745954025
616,21,-0.9250559064109886,4,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,0.0,0.9250559064109886
617,22,-0.9250559064109886,4,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,0.9250559064109886
618,23,-0.5886719404433564,4,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,0.5886719404433564
619,24,-0.9250559064109886,4,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,0.9250559064109886
620,25,-0.25228797447572415,5,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,0.25228797447572415
621,26,-1.2614398723786209,5,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,0.0,1.2614398723786209
622,27,0.7568639234271725,5,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,-0.7568639234271725
623,28,-0.9250559064109886,5,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,0.9250559064109886
624,29,-0.9250559064109886,6,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,0.9250559064109886
625,30,-0.9250559064109886,6,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,0.9250559064109886
626,31,-0.9250559064109886,6,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,0.0,0.9250559064109886
627,32,-0.9250559064109886,6,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,0.9250559064109886
628,36,-0.5886719404433564,7,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_02,within,0.0,0.5886719404433564
629,37,-0.5886719404433564,7,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_03,within,0.0,0.5886719404433564
630,38,-0.9250559064109886,7,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_07,within,0.0,0.9250559064109886
631,40,-0.25228797447572415,7,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,repeated,dining_00,within,0.0,0.25228797447572415
632,3,1.7660158213300692,0,3546-9d7a95c2-b4c6-426d-935b-6da59496af1d,control,dining_04,within,-1.1123993563102992,-2.8784151776403686
