iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	bonus_score	startStrokeTime	endStrokeTime	eventType
5 22.41351,-1.91104 27,0c15.21055,6.33773 7.70336,21.17798 -2,27c-23.81836,14.29101 -57.82565,24.86974 -85,14	1	0	0	0	1531800027281	1531800027747	stroke
